
> thowil-mobile@1.0.0 start
> node scripts/serve-web.js

 INFO  Accepting connections at http://0.0.0.0:3000
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130072-15775
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130073-15776
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130077-15777
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130087-15778
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130087-15779
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130088-15780
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130089-15781
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130090-15782
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130103-15783
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130104-15784
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130104-15785
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130105-15786
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130106-15787
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 5 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130119-15788
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130120-15789
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130121-15790
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130122-15791
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130123-15792
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 5 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130134-15793
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130138-15794
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130139-15795
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130139-15796
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130140-15797
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130143-15798
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130150-15799
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130151-15800
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130152-15801
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130152-15802
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130153-15803
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130164-15804
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130168-15805
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130170-15806
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130177-15807
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130178-15808
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130179-15809
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130179-15810
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130180-15811
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130191-15812
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130192-15813
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130193-15814
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130194-15815
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130194-15816
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130206-15817
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130206-15818
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130207-15819
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130208-15820
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130209-15821
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130220-15822
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130220-15823
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130221-15824
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130222-15825
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130222-15826
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130232-15827
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130233-15828
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130234-15829
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130235-15830
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130236-15831
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130247-15832
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130248-15833
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130248-15834
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130249-15835
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130250-15836
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130262-15837
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130262-15838
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130263-15839
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130264-15840
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130265-15841
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130275-15842
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130276-15843
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130276-15844
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130277-15845
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130278-15846
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130289-15847
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130289-15848
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130290-15849
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130291-15850
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130292-15851
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130309-15852
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130311-15853
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130312-15854
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130313-15855
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130314-15856
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130325-15857
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130326-15858
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130327-15859
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130329-15860
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130330-15861
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130343-15862
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130345-15863
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130346-15864
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130347-15865
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130348-15866
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130359-15867
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130361-15868
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130362-15869
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130365-15870
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130366-15871
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130378-15872
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130378-15873
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130379-15874
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130380-15875
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130381-15876
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130393-15877
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130394-15878
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130395-15879
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130395-15880
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130397-15881
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130409-15882
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130410-15883
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 GET /socket.io/?X_LOCAL_SECURITY_COOKIE=&EIO=3&transport=polling&t=1777806130411-15884
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  5/3/2026 4:32:10 PM 127.0.0.1 Returned 200 in 3 ms
